SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	PeptideMass	SpectrumMass	Retention	MassDiff	Adduct	Charge	SMILES	FDR
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	23398	326440	530155	HA-1-92	21	560.335	561.34	383.58	0.00225	M+H	1	CC1CCC(=O)/C=C/C=C/C=C/C=C/C=C/C=C\C(C(=O)O)CCC(O)CC(O)CC(O)CC(O)CC(O)CC1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	18786	258266	51910	2-Polyprenyl-1,4-benzenediols_Quinone	21	448.334	449.341	315.816	0.00028	M+H	1	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC1=CC(=O)C=CC1=O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	18430	254400	631058	1alpha,25-dihydroxy-11alpha-vinylvitamin_D3_/_1alpha,25-dihydroxy-11alpha-vinylcholecalciferol_(5Z,7E)-(1S,3R,11S)-11-vinyl-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol	21	442.345	443.352	476.53	0.00029	M+H	1	C=C[C@H]1C/C(=C\C=C2\C[C@@H](O)C[C@H](O)C2=C)[C@@H]2CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]2(C)C1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	17557	229897	631070	(6S)-6,19-ethano-25-hydroxy-6,19-dihydrovitamin_D3_/_(6S)-6,19-ethano-25-hydroxy-6,19-dihydrocholecalciferol_(7E)-(3S,6S)-6,19-ethano-9,10-seco-5(10),7-cholestadiene-3,25-diol	21	428.365	429.373	468.004	-0.00071	M+H	1	C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/[C@@H]3CCCC4=C3CCC[C@@H]4O)CCC[C@@]21C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	5207	60017	119430	Sceptrine_3'-Debromo	20	540.135	271.074	86.8964	0.00154	M+2H	2	N=c1[nH]cc(C2C(CNC(=O)c3ccc[nH]3)C(CNC(=O)c3cc(Br)c[nH]3)C2c2c[nH]c(=N)[nH]2)[nH]1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	24378	343123	36492	Spermidine_N''-(3,4-Dihydroxycinnamoyl),_N,N'-bis(4-hydroxycinnamoyl)	20	599.263	600.27	225.02	0.00026	M+H	1	O=C(/C=C/c1ccc(O)c(O)c1)NCCCCN(CCCNC(=O)/C=C/c1ccc(O)cc1)C(=O)/C=C/c1ccc(O)cc1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	23421	326851	68975	12-Hydroxy-9-octadecenoic_acid,_9CI_Lactone_dimer	20	560.48	561.487	393.717	0.00028	M+H	1	CCCCCCC1C/C=C/CCCCCCCC(=O)OC(CCCCCC)C/C=C/CCCCCCCC(=O)O1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	22667	312988	660931	Antarlide_F	20	536.314	537.321	386.02	0.0003	M+H	1	C/C1=C/C=C\C=C/C=C\C[C@H](O)/C(C)=C\C=C/[C@H](C)CC[C@H](O)C[C@@H]([C@H](C)[C@@H](O)c2cccc(O)c2)OC1=O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	21348	296544	233562	Atacamycin_A_Atacamycin_A	20	500.314	501.32	471.536	0.00127	M+H	1	CC/C=C/C1C/C=C/C=C/C(OC)C(O)C(O)C(C)/C=C/C(OC)C(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	19865	272048	237629	3-Hydroxy-11-oxolanosta-7,16,24-trien-21-oic_acid_3-Hydroxy-11-oxolanosta-7,16,24-trien-21-oic_acid	20	468.324	469.331	293.528	0.00029	M+H	1	CC(C)=CCCC(C(=O)O)C1=CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3C(=O)CC12C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	19622	268955	175057	4,15-Epoxy-3,7,8,12-tetrahydroxy-5-lathyren-14-one_8-Me_ether,_3,12-di-Ac	20	464.241	465.246	245.047	0.00228	M+H	1	COC1C(O)/C(C)=C\C23OC2(CC(C)C3OC(C)=O)C(=O)C(C)C(OC(C)=O)C2C1C2(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	18137	250605	203372	8-Acetyl-5,7-dihydroxy-2-methyl-2-(4-methyl-3-pentenyl)chromene_5-O-(3,7-Dimethyl-2E,6-octadienyl)	20	438.277	439.284	475.772	0.00028	M+H	1	CC(=O)c1c(O)cc(OC/C=C(/C)CCC=C(C)C)c2c1OC(C)(CCC=C(C)C)C=C2	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	17965	241968	55167	Cadabicine_Cadabicine	20	435.216	436.222	167.011	0.0013	M+H	1	O=C1/C=C/c2ccc(O)c(c2)Oc2ccc(cc2)/C=C/C(=O)NCCCNCCCCN1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15924	208709	128085	2,6,10,15,19,23-Hexamethyl-2,4,6,8,10,12,14,16,18,20,22-tetracosaundecaene_4,5,20,21-Tetrahydro	20	404.344	405.354	551.693	-0.00272	M+H	1	CC(C)=CCC/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(\C)CCC=C(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	3056	36466	148073	Arenosclerin_A_Deoxy,_23,24-dihydro	19	468.444	235.229	319.667	0.00056	M+2H	2	C1=C/CCN2CCC3C(CCCCCC/C=C/CCCCN4CC(CCCCCC/1)CC3C4)C2	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	24725	351346	161811	Spermidine_N',N''-Bis(3,4-dihydroxycinnamoyl),_N-(4-hydroxycinnamoyl)	19	615.258	616.264	222.283	0.0013	M+H	1	O=C(/C=C/c1ccc(O)c(O)c1)NCCCCN(CCCNC(=O)/C=C/c1ccc(O)cc1)C(=O)/C=C/c1ccc(O)c(O)c1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	24695	350322	195556	Spermidine_N-(4-Hydroxy-3-methoxy-E-cinnamoyl),_N',N''-bis(4-hydroxy-E-cinnamoyl)	19	613.279	614.286	240.693	0.00027	M+H	1	COc1cc(/C=C/C(=O)NCCCN(CCCCNC(=O)/C=C/c2ccc(O)cc2)C(=O)/C=C/c2ccc(O)cc2)ccc1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	24415	343737	2716	Cyclosporin,_9CI_Cyclosporin_A	19	1201.84	601.928	386.441	-0.0014	M+2H	2	C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	23673	331676	514716	5-Dedesosaminyl-mycinamicin_II	19	570.304	571.311	326.083	0.00031	M+H	1	CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]2O[C@@H]2[C@]1(O)COC1OC(C)C(O)C(OC)C1OC	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	21748	301649	174007	Pladienolide_A_20ξ-Hydroxy	19	510.319	511.324	438.999	0.00227	M+H	1	CCC(O)C(C)(O)C1OC1CC(C)/C=C/C=C(/C)C1OC(=O)CC(O)CCC(C)(O)C(O)/C=C/C1C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	21426	297577	231327	Guttiferone_Q_Guttiferone_Q	19	502.308	503.316	426.857	-0.00073	M+H	1	CC(C)=CCCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C(C(=O)c3ccccc3)=C(O)C1C2=O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	19259	264284	78951	3-Hydroxytirucalla-8,24-dien-21-oic_acid_3β-form	19	456.36	457.367	487.276	0.00028	M+H	1	CC(C)=CCCC(C(=O)O)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	19043	261656	67462	25-Methylergosta-5,7,22-trien-3-ol_Ac	19	452.365	453.372	493.488	0.00027	M+H	1	CC(=O)OC1CCC2(C)C(=CC=C3C2CCC2(C)C3CCC2C(C)/C=C/C(C)C(C)(C)C)C1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	19020	261261	175104	Tyromycic_acid_E_Tyromycic_acid_E	19	452.329	453.336	497.793	0.00028	M+H	1	C=C1C(C(C)C/C=C(/C)C(=O)O)CCC2(C)C3=CCC4C(C)(CCC(O)C4(C)C)C3=CCC12	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	18901	259416	188622	2-Methyl-2-(polyprenylmethyl)-2H-1-benzopyran-6-ol_3,4-Dihydro	19	450.35	451.357	338.451	0.00029	M+H	1	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CCC1(C)CCc2cc(O)ccc2O1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	18871	258966	653240	Macrolactin_Y	19	450.262	451.266	248.53	0.00329	M+H	1	CO[C@@H]1/C=C\[C@H](O)C[C@@H](O)C/C=C\C=C/[C@@H](O)C/C=C\C=C/C(=O)O[C@@H](C)CCC[C@@H]1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	18555	255781	631073	1alpha,25-dihydroxy-26,27-dimethylvitamin_D3_/_1alpha,25-dihydroxy-26,27-dimethylcholecalciferol_(5Z,7E)-(1S,3R)-26,27-dimethyl-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol	19	444.36	445.368	488.502	-0.00073	M+H	1	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(O)(CC)CC)C[C@@H](O)C[C@@H]1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	18305	252849	36400	3-Oxodammara-20,24-dien-26-al_26-Alcohol	19	440.365	441.372	491.836	0.00027	M+H	1	C=C(CC/C=C(/C)CO)C1CCC2(C)C1CCC1C3(C)CCC(=O)C(C)(C)C3CCC12C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	17554	229830	142356	α-Tocopherol_12',13'-Didehydro	19	428.365	429.372	583.748	0.00027	M+H	1	C=C(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	17424	228404	70070	9,10-Secocholesta-5,7,10(19)-trien-3-ol,_9CI_Ac	19	426.35	427.358	487.111	-0.00072	M+H	1	C=C1CCC(OC(C)=O)C/C1=C/C=C1/CCCC2(C)C1CCC2C(C)CCCC(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	17269	226722	194378	26,27-Cyclo-3-hydroxy-26-methylergosta-5,8-dien-7-one_26,27-Cyclo-3-hydroxy-26-methylergosta-5,8-dien-7-one	19	424.334	425.341	524.344	0.00028	M+H	1	CC(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1=CC3=O)C1CC1C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16760	221694	70972	9,10-Secocholesta-5,7,10(19)-triene-1,3,25-triol,_9CI_9,10-Secocholesta-5,7,10(19)-triene-1,3,25-triol,_9CI	19	416.329	417.336	519.24	0.00028	M+H	1	C=C1/C(=C\C=C2\CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16552	216187	289375	cyclo-[Phe1-cis-Pro2-Ile3-Ile4-cis-Pro5-Tyr6-cis-Pro7]|phakellistatin_2	19	827.458	414.736	288.102	0.00058	M+2H	2	CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC1=O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16488	215486	11619	25-Methyl-24-methylenecholest-5-en-3-ol_25-Methyl-24-methylenecholest-5-en-3-ol	19	412.371	413.378	515.983	0.00029	M+H	1	C=C(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	25008	356134	167260	Plactin_A_4'-Deoxy	18	628.406	629.413	279.072	0.00026	M+H	1	CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccccc2)NC1=O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	24276	341704	123644	Tedanolide_13-Deoxy	18	594.34	595.345	332.874	0.00231	M+H	1	C/C=C/C(C)C1OC1(C)C(O)C1COC(=O)C(O)C(OC)C(C)C(=O)C(C)C(O)/C(C)=C\C(C)C(=O)CCC(C)C1=O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	22606	312176	174004	Pladienolide_A_21-Ketone,_7-Ac	18	534.319	535.324	273.215	0.00231	M+H	1	CCC(=O)C(C)C1OC1CC(C)/C=C/C=C(/C)C1OC(=O)CC(O)CCC(C)(O)C(OC(C)=O)/C=C/C1C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	21585	299580	251911	3,4-Dihydro-5-hydroxy-2,7-dimethyl-8-(3-methyl-2-butenyl)-2-(4-methyl-1,3-pentadienyl)-2H-1-benzopyran-6-carboxylic_acid_Ester_with_(+)-Borneol_JST32	18	506.34	507.347	545.33	0.0003	M+H	1	CC(C)=C/C=C/C1(C)CCc2c(O)c(C(=O)OC3CC4CCC3(C)C4(C)C)c(C)c(CC=C(C)C)c2O1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	21220	291291	55801	Spermidine_N,N''-Bis(4-hydroxy-3-methoxycinnamoyl)	18	497.253	498.26	193.716	0.00027	M+H	1	COc1cc(/C=C/C(=O)NCCCCNCCCNC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	19987	273537	225253	3,7-Dihydroxy-20(29)-lupen-28-oic_acid_3-Ketone	18	470.34	471.346	387.304	0.00127	M+H	1	C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CC(O)C43C)C12	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	19964	273203	233229	Chaxalactin_B_15-Me_ether	18	470.303	471.307	420.649	0.00327	M+H	1	CC/C=C/C1C/C=C/C=C/C(OC)C(O)C(O)C(C)/C=C/CC(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	19900	272686	55799	Spermidine_N,N''-Bis(3,4-dihydroxycinnamoyl)	18	469.221	470.228	161.349	0.00028	M+H	1	O=C(/C=C/c1ccc(O)c(O)c1)NCCCCNCCCNC(=O)/C=C/c1ccc(O)c(O)c1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	19891	272628	80642	3-Hydroxy-24-methylene-7,9(11)-lanostadien-21-oic_acid_3-Hydroxy-24-methylene-7,9(11)-lanostadien-21-oic_acid	18	468.36	469.368	493.496	-0.00073	M+H	1	C=C(CCC(C(=O)O)C1CCC2(C)C3=CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C)C(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	19728	270136	193373	3,4-Epoxy-7(14)-bisabolene-1,2,8,10,11-pentol_1,8-Diangeloyl	18	466.257	467.261	256.494	0.00329	M+H	1	C=C(C(CC(O)C(C)(C)O)OC(=O)/C(C)=C\C)C1CC2OC2(C)C(O)C1OC(=O)/C(C)=C\C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	19230	263754	233161	Chaxalactin_B_Chaxalactin_B	18	456.288	457.295	378.213	0.00027	M+H	1	CC/C=C/C1C/C=C/C=C/C(O)C(O)C(O)C(C)/C=C/CC(C)/C=C/C=C(C)/C=C/C(=O)O1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	18553	255765	631074	1alpha,25-dihydroxy-24a,24b-dihomovitamin_D3_/_1alpha,25-dihydroxy-24a,24b-dihomocholecalciferol_(5Z,7E)-(1S,3R)-24a,24b-dihomo-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol	18	444.36	445.367	547.929	0.00028	M+H	1	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCCCC(C)(C)O)C[C@@H](O)C[C@@H]1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	18525	255429	458437	18R-acetoxy-20-hydroxy-2,10,19(21)-cladocoratrien-22(20)-olide|cladocoran_A	18	444.288	445.294	470.191	0.00127	M+H	1	C=C(C)CCC[C@@]1(C)CCC=C2[C@@H]1CC[C@@H](C)[C@]2(C)C[C@@H](OC(C)=O)C1=CC(=O)O[C@H]1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	18429	254396	631274	25-Hydroxy[26,27-methyl]vitamin_D3_3beta-(1,2-epoxypropyl)ether_(5Z,7E)-25-hydroxy-9,10-seco-5,7,10(19)-cholestatrien_3R-(1,2-epoxy-propyl)ether	18	442.345	443.352	461.049	0.00029	M+H	1	C=C1CC[C@H](OC2CO2)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O	0.00
